iter	Logloss
750	0.2077950672
751	0.2077801431
752	0.2077604001
753	0.2077584653
754	0.2077437728
755	0.2077229953
756	0.2076997245
757	0.2076810134
758	0.2076652473
759	0.2076464838
760	0.2076319917
761	0.2076115844
762	0.2075972695
763	0.2075952962
764	0.2075801165
765	0.2075704616
766	0.2075583766
767	0.2075385665
768	0.2075210738
769	0.2074974119
770	0.2074887862
771	0.2074698761
772	0.2074519674
773	0.2074315874
774	0.2074220381
775	0.2074072361
776	0.2074038414
777	0.2073901354
778	0.2073817603
779	0.2073595376
780	0.2073350226
781	0.2073220669
782	0.2072961873
783	0.2072848209
784	0.2072724055
785	0.2072622017
786	0.20722424
787	0.2071989534
788	0.2071969355
789	0.2071835429
790	0.207165898
791	0.207151518
792	0.2071391696
793	0.2071279707
794	0.2071251057
795	0.2071152063
796	0.207094405
797	0.2070863548
798	0.2070556492
799	0.2070438683
800	0.2070195611
801	0.207007963
802	0.2069918999
803	0.2069791969
804	0.2069722797
805	0.2069541631
806	0.2069422252
807	0.2069232421
808	0.2068976954
809	0.2068643917
810	0.2068517395
811	0.2068351469
812	0.2068256111
813	0.2068229303
814	0.2068083032
815	0.2067830783
816	0.2067647959
817	0.206738518
818	0.2067362575
819	0.2067188507
820	0.2067006291
821	0.2066987405
822	0.2066820367
823	0.206651408
824	0.2066400481
825	0.2066314714
826	0.2066087573
827	0.2065975787
828	0.2065827222
829	0.2065728806
830	0.2065425599
831	0.2065319043
832	0.2065129915
833	0.2065008174
834	0.2064824096
835	0.206469841
836	0.2064596708
837	0.2064344163
838	0.2064159904
839	0.206404509
840	0.2063864351
841	0.2063670659
842	0.2063582745
843	0.2063561914
844	0.2063457286
845	0.2063351251
846	0.206299217
847	0.2062826745
848	0.2062733738
849	0.2062689132
850	0.2062502497
851	0.2062335464
852	0.2062224624
853	0.2062183249
854	0.2062101254
855	0.2061971332
856	0.2061811228
857	0.206173615
858	0.2061673002
859	0.2061568511
860	0.2061285725
861	0.2061205975
862	0.2061037771
863	0.2060801685
864	0.206068897
865	0.2060416107
866	0.2060287938
867	0.2060124203
868	0.2059952621
869	0.2059534641
870	0.2059500827
871	0.2059282996
872	0.2058988438
873	0.2058769132
874	0.2058575626
875	0.2058366282
876	0.2058239661
877	0.2058053107
878	0.2057956984
879	0.2057819648
880	0.2057652356
881	0.2057637474
882	0.2057497002
883	0.2057432708
884	0.2057245482
885	0.2057166058
886	0.2056954273
887	0.2056751995
888	0.205669595
889	0.20564621
890	0.2056191253
891	0.2056112336
892	0.2056016395
893	0.2055945636
894	0.2055828242
895	0.2055674938
896	0.2055467804
897	0.2055313362
898	0.2055125568
899	0.2054989799
900	0.2054824788
901	0.2054777332
902	0.2054689811
903	0.2054482889
904	0.2054348221
905	0.2054212036
906	0.2054112103
907	0.2054029436
908	0.2053874952
909	0.2053569159
910	0.2053480976
911	0.205341562
912	0.2052899133
913	0.2052771007
914	0.2052689668
915	0.2052503051
916	0.2052248208
917	0.2052063676
918	0.2051732547
919	0.2051453854
920	0.2051342272
921	0.205125983
922	0.205088404
923	0.2050858035
924	0.2050787233
925	0.2050635604
926	0.2050360826
927	0.2050206226
928	0.2050017882
929	0.2049844429
930	0.2049791854
931	0.2049684382
932	0.2049607789
933	0.2049542093
934	0.2049193445
935	0.2049016643
936	0.2048896173
937	0.2048790698
938	0.204875092
939	0.2048733654
940	0.2048550296
941	0.2048449217
942	0.204825418
943	0.2048231677
944	0.2048094327
945	0.2047914645
946	0.2047729027
947	0.2047556031
948	0.2047479826
949	0.2047373637
950	0.204718896
951	0.2047095026
952	0.2046920632
953	0.2046802129
954	0.2046725252
955	0.2046636741
956	0.2046480659
957	0.204639868
958	0.2046219773
959	0.2046043463
960	0.2045929744
961	0.2045815506
962	0.2045545378
963	0.2045400398
964	0.2045127017
965	0.2045081927
966	0.2044885826
967	0.2044861662
968	0.2044752034
969	0.2044494206
970	0.2044337901
971	0.2044245597
972	0.2044123391
973	0.2043922156
974	0.2043733627
975	0.2043606287
976	0.2043356194
977	0.2043205737
978	0.2043115319
979	0.2042946987
980	0.2042799379
981	0.2042680642
982	0.2042578064
983	0.2042465297
984	0.2042276915
985	0.2042014572
986	0.20419102
987	0.2041759033
988	0.2041654829
989	0.2041549175
990	0.2041369267
991	0.20411884
992	0.2041037966
993	0.2040888588
994	0.2040639247
995	0.2040540913
996	0.204044018
997	0.2040306636
998	0.2040242004
999	0.2040164158
1000	0.2040033209
1001	0.2039845405
1002	0.2039768838
1003	0.2039673561
1004	0.2039508391
1005	0.2039367861
1006	0.2039098678
1007	0.2038858391
1008	0.2038765342
1009	0.2038587252
1010	0.2038359096
1011	0.2038158963
1012	0.2037948184
1013	0.2037855695
1014	0.2037843285
1015	0.2037810567
1016	0.2037729661
1017	0.203767114
1018	0.2037532961
1019	0.2037438959
1020	0.2037399228
1021	0.2037357739
1022	0.2037274127
1023	0.2037057387
1024	0.2036902423
1025	0.2036826757
1026	0.2036648164
1027	0.2036476207
1028	0.2036363388
1029	0.2036206319
1030	0.203608661
1031	0.203605719
1032	0.203589539
1033	0.2035666501
1034	0.2035620199
1035	0.2035474265
1036	0.2035382282
1037	0.2035216065
1038	0.2035024761
1039	0.203483737
1040	0.203478582
1041	0.2034611477
1042	0.2034449359
1043	0.2034383445
1044	0.2034214199
1045	0.2034073219
1046	0.2033905452
1047	0.2033880517
1048	0.2033780886
1049	0.2033704208
1050	0.203360901
1051	0.2033424615
1052	0.2033395445
1053	0.2033183572
1054	0.2032973913
1055	0.2032853052
1056	0.2032609886
1057	0.203245188
1058	0.203237466
1059	0.2032242279
1060	0.2032028535
1061	0.2031961723
1062	0.2031867639
1063	0.2031725345
1064	0.2031582834
1065	0.2031447426
1066	0.2031293066
1067	0.2031073532
1068	0.2031025598
1069	0.2030813103
1070	0.2030718865
1071	0.2030535287
1072	0.2030433255
1073	0.2030342111
1074	0.2030140488
1075	0.2029996664
1076	0.2029750616
1077	0.2029685757
1078	0.2029545071
1079	0.2029423243
1080	0.2029217184
1081	0.2029054005
1082	0.2028897524
1083	0.2028846636
1084	0.2028763153
1085	0.2028692468
1086	0.2028519373
1087	0.2028206074
1088	0.2028194864
1089	0.2028149504
1090	0.2028050628
1091	0.2027949559
1092	0.2027915337
1093	0.2027725622
1094	0.2027580818
1095	0.2027487391
1096	0.2027339204
1097	0.2027228994
1098	0.202710668
1099	0.2026918437
1100	0.2026904446
1101	0.202669777
1102	0.2026513205
1103	0.2026297037
1104	0.2026117844
1105	0.2025894987
1106	0.2025744458
1107	0.2025549006
1108	0.2025397006
1109	0.2025364551
1110	0.2025273651
1111	0.2025192698
1112	0.2025081283
1113	0.202496467
1114	0.2024898246
1115	0.2024789089
1116	0.2024629087
1117	0.2024554064
1118	0.2024408208
1119	0.2024321163
1120	0.2024228833
1121	0.2024169167
1122	0.202406983
1123	0.2023952074
1124	0.2023789572
1125	0.2023615859
1126	0.2023472881
1127	0.2023313931
1128	0.2023068636
1129	0.2022905467
1130	0.2022864557
1131	0.2022797463
1132	0.202263292
1133	0.2022479799
1134	0.2022211465
1135	0.2022156683
1136	0.2022033602
1137	0.2021899652
1138	0.2021776473
1139	0.2021548758
1140	0.2021419774
1141	0.2021289982
1142	0.2021214126
1143	0.2021031512
1144	0.2020840629
1145	0.2020684675
1146	0.2020532643
1147	0.2020346329
1148	0.2020031738
1149	0.2019855395
1150	0.2019706848
1151	0.2019577058
1152	0.201943843
1153	0.2019390568
1154	0.2019146375
1155	0.201899973
1156	0.2018686357
1157	0.2018578685
1158	0.2018502343
1159	0.2018341328
1160	0.2018289025
1161	0.2018232002
1162	0.2018150657
1163	0.2017983198
1164	0.2017805647
1165	0.2017661172
1166	0.2017521261
1167	0.2017414215
1168	0.2017282421
1169	0.2017174122
1170	0.2016923764
1171	0.2016853096
1172	0.2016744876
1173	0.2016719179
1174	0.2016544718
1175	0.2016494552
1176	0.2016407522
1177	0.2016192371
1178	0.2015959108
1179	0.2015866314
1180	0.2015739691
1181	0.2015671255
1182	0.20155594551132	0.02243943351
1133	0.02242720477
1134	0.02241035867
1135	0.02239116949
1136	0.02236492259
1137	0.02234971833
1138	0.02233034271
1139	0.02231809825
1140	0.02228648368
1141	0.02225288218
1142	0.02222165292
1143	0.02219018666
972846
1196	0.2013888547
1197	0.2013836535
1198	0.2013579788
1199	0.201345556
1200	0.2013324925
1201	0.2013300242
1202	0.2013234988
1203	0.2012989487
1204	0.2012854284
1205	0.2012758982
1206	0.2012608535
1207	0.2012595676
1208	0.201228339
1209	0.2012200533
1210	0.2012124181
1211	0.2011960056
1212	0.2011793118
1213	0.2011694981
1214	0.2011551047
1215	0.201141374
1216	0.2011364611
1217	0.2011293824
1218	0.2011235216
1219	0.2011109726
1220	0.2011030598
1221	0.2010840374
1222	0.2010695735
1223	0.2010646411
1224	0.2010494754
1225	0.2010369729
1226	0.2010200857
1227	0.2009888503
1228	0.2009879289
1229	0.20095944
1230	0.200949907
1231	0.2009370453
1232	0.2009253163
1233	0.2009066732
1234	0.2008937843
1235	0.20088649
1236	0.2008713935
1237	0.2008552541
1238	0.2008431579
1239	0.2008304951
1240	0.2008238889
1241	0.200817565
1242	0.20080799
1243	0.2007944955
1244	0.2007743046
1245	0.2007597533
1246	0.2007348418
1247	0.2007066282
1248	0.2006981746
1249	0.2006865411
1250	0.2006678683
1251	0.2006437267
1252	0.2006241461
1253	0.2006115965
1254	0.2005987445
1255	0.2005899169
1256	0.2005810472
1257	0.2005700119
1258	0.2005497751
1259	0.2005270074
1260	0.200519527
1261	0.2005075359
1262	0.2004915277
1263	0.200480509
1264	0.2004583285
1265	0.2004563025
1266	0.2004417986
1267	0.20043503
1268	0.200415951
39504849
1238	0.06534790799
1239	0.06533463692
1240	0.06530136528
